simulation_id,time_step,susceptible,infected,recovered
0,100,0,0,100
0,101,0,0,100
0,102,0,0,100
0,103,0,0,100
0,104,0,0,100
0,105,0,0,100
0,106,0,0,100
0,107,0,0,100
0,108,0,0,100
0,109,0,0,100
0,110,0,0,100
0,111,0,0,100
0,112,0,0,100
0,113,0,0,100
0,114,0,0,100
0,115,0,0,100
0,116,0,0,100
0,117,0,0,100
0,118,0,0,100
0,119,0,0,100
0,120,0,0,100
0,121,0,0,100
0,122,0,0,100
0,123,0,0,100
0,124,0,0,100
0,125,0,0,100
0,126,0,0,100
0,127,0,0,100
0,128,0,0,100
0,129,0,0,100
0,130,0,0,100
0,131,0,0,100
0,132,0,0,100
0,133,0,0,100
0,134,0,0,100
0,135,0,0,100
0,136,0,0,100
0,137,0,0,100
0,138,0,0,100
0,139,0,0,100
0,140,0,0,100
0,141,0,0,100
0,142,0,0,100
0,143,0,0,100
0,144,0,0,100
0,145,0,0,100
0,146,0,0,100
0,147,0,0,100
0,148,0,0,100
0,149,0,0,100
0,150,0,0,100
0,151,0,0,100
0,152,0,0,100
0,153,0,0,100
0,154,0,0,100
0,155,0,0,100
0,156,0,0,100
0,157,0,0,100
0,158,0,0,100
0,159,0,0,100
0,160,0,0,100
0,161,0,0,100
0,162,0,0,100
0,163,0,0,100
0,164,0,0,100
0,165,0,0,100
0,166,0,0,100
0,167,0,0,100
0,168,0,0,100
0,169,0,0,100
0,170,0,0,100
0,171,0,0,100
0,172,0,0,100
0,173,0,0,100
0,174,0,0,100
0,175,0,0,100
0,176,0,0,100
0,177,0,0,100
0,178,0,0,100
0,179,0,0,100
0,180,0,0,100
0,181,0,0,100
0,182,0,0,100
0,183,0,0,100
0,184,0,0,100
0,185,0,0,100
0,186,0,0,100
0,187,0,0,100
0,188,0,0,100
0,189,0,0,100
0,190,0,0,100
0,191,0,0,100
0,192,0,0,100
0,193,0,0,100
0,194,0,0,100
0,195,0,0,100
0,196,0,0,100
0,197,0,0,100
0,198,0,0,100
0,199,0,0,100
0,200,0,0,100
1,0,95,5,0
1,1,89,11,0
1,2,80,20,0
1,3,64,36,0
1,4,40,60,0
1,5,20,80,0
1,6,9,91,0
1,7,4,96,0
1,8,4,96,0
1,9,2,98,0
1,10,1,99,0
1,11,0,100,0
1,12,0,100,0
1,13,0,100,0
1,14,0,100,0
1,15,0,100,0
1,16,0,100,0
1,17,0,100,0
1,18,0,100,0
1,19,0,100,0
1,20,0,100,0
1,21,0,95,5
1,22,0,89,11
1,23,0,80,20
1,24,0,64,36
1,25,0,40,60
1,26,0,20,80
1,27,0,9,91
1,28,0,4,96
1,29,0,4,96
1,30,0,2,98
1,31,0,1,99
1,32,0,0,100
1,33,0,0,100
1,34,0,0,100
1,35,0,0,100
1,36,0,0,100
1,37,0,0,100
1,38,0,0,100
1,39,0,0,100
1,40,0,0,100
1,41,0,0,100
1,42,0,0,100
1,43,0,0,100
1,44,0,0,100
1,45,0,0,100
1,46,0,0,100
1,47,0,0,100
1,48,0,0,100
1,49,0,0,100
1,50,0,0,100
1,51,0,0,100
1,52,0,0,100
1,53,0,0,100
1,54,0,0,100
1,55,0,0,100
1,56,0,0,100
1,57,0,0,100
1,58,0,0,100
1,59,0,0,100
1,60,0,0,100
1,61,0,0,100
1,62,0,0,100
1,63,0,0,100
1,64,0,0,100
1,65,0,0,100
1,66,0,0,100
1,67,0,0,100
1,68,0,0,100
1,69,0,0,100
1,70,0,0,100
1,71,0,0,100
1,72,0,0,100
1,73,0,0,100
1,74,0,0,100
1,75,0,0,100
1,76,0,0,100
1,77,0,0,100
1,78,0,0,100
1,79,0,0,100
1,80,0,0,100
1,81,0,0,100
1,82,0,0,100
1,83,0,0,100
1,84,0,0,100
1,85,0,0,100
1,86,0,0,100
1,87,0,0,100
1,88,0,0,100
1,89,0,0,100
1,90,0,0,100
1,91,0,0,100
1,92,0,0,100
1,93,0,0,100
1,94,0,0,100
1,95,0,0,100
1,96,0,0,100
1,97,0,0,100
1,98,0,0,100
1,99,0,0,100
1,100,0,0,100
1,101,0,0,100
1,102,0,0,100
1,103,0,0,100
1,104,0,0,100
1,105,0,0,100
1,106,0,0,100
1,107,0,0,100
1,108,0,0,100
1,109,0,0,100
1,110,0,0,100
1,111,0,0,100
1,112,0,0,100
1,113,0,0,100
1,114,0,0,100
1,115,0,0,100
1,116,0,0,100
1,117,0,0,100
1,118,0,0,100
1,119,0,0,100
1,120,0,0,100
1,121,0,0,100
1,122,0,0,100
1,123,0,0,100
1,124,0,0,100
1,125,0,0,100
1,126,0,0,100
1,127,0,0,100
1,128,0,0,100
1,129,0,0,100
1,130,0,0,100
1,131,0,0,100
1,132,0,0,100
1,133,0,0,100
1,134,0,0,100
1,135,0,0,100
1,136,0,0,100
1,137,0,0,100
1,138,0,0,100
1,139,0,0,100
1,140,0,0,100
1,141,0,0,100
1,142,0,0,100
1,143,0,0,100
1,144,0,0,100
1,145,0,0,100
1,146,0,0,100
1,147,0,0,100
1,148,0,0,100
1,149,0,0,100
1,150,0,0,100
1,151,0,0,100
1,152,0,0,100
1,153,0,0,100
1,154,0,0,100
1,155,0,0,100
1,156,0,0,100
1,157,0,0,100
1,158,0,0,100
1,159,0,0,100
1,160,0,0,100
1,161,0,0,100
1,162,0,0,100
1,163,0,0,100
1,164,0,0,100
1,165,0,0,100
1,166,0,0,100
1,167,0,0,100
1,168,0,0,100
1,169,0,0,100
1,170,0,0,100
1,171,0,0,100
1,172,0,0,100
1,173,0,0,100
1,174,0,0,100
1,175,0,0,100
1,176,0,0,100
1,177,0,0,100
1,178,0,0,100
1,179,0,0,100
1,180,0,0,100
1,181,0,0,100
1,182,0,0,100
1,183,0,0,100
1,184,0,0,100
1,185,0,0,100
1,186,0,0,100
1,187,0,0,100
1,188,0,0,100
1,189,0,0,100
1,190,0,0,100
1,191,0,0,100
1,192,0,0,100
1,193,0,0,100
1,194,0,0,100
1,195,0,0,100
1,196,0,0,100
1,197,0,0,100
1,198,0,0,100
1,199,0,0,100
1,200,0,0,100
2,0,95,5,0
2,1,88,12,0
2,2,81,19,0
2,3,62,38,0
2,4,45,55,0
2,5,29,71,0
2,6,20,80,0
2,7,11,89,0
2,8,4,96,0
2,9,3,97,0
2,10,3,97,0
2,11,2,98,0
2,12,1,99,0
2,13,0,100,0
2,14,0,100,0
2,15,0,100,0
2,16,0,100,0
2,17,0,100,0
2,18,0,100,0
2,19,0,100,0
2,20,0,100,0
2,21,0,95,5
2,22,0,88,12
2,23,0,81,19
2,24,0,62,38
2,25,0,45,55
2,26,0,29,71
2,27,0,20,80
2,28,0,11,89
2,29,0,4,96
2,30,0,3,97
2,31,0,3,97
2,32,0,2,98
2,33,0,1,99
2,34,0,0,100
2,35,0,0,100
2,36,0,0,100
2,37,0,0,100
2,38,0,0,100
2,39,0,0,100
2,40,0,0,100
2,41,0,0,100
2,42,0,0,100
2,43,0,0,100
2,44,0,0,100
2,45,0,0,100
2,46,0,0,100
2,47,0,0,100
2,48,0,0,100
2,49,0,0,100
2,50,0,0,100
2,51,0,0,100
2,52,0,0,100
2,53,0,0,100
2,54,0,0,100
2,55,0,0,100
2,56,0,0,100
2,57,0,0,100
2,58,0,0,100
2,59,0,0,100
2,60,0,0,100
2,61,0,0,100
2,62,0,0,100
2,63,0,0,100
2,64,0,0,100
2,65,0,0,100
2,66,0,0,100
2,67,0,0,100
2,68,0,0,100
2,69,0,0,100
2,70,0,0,100
2,71,0,0,100
2,72,0,0,100
2,73,0,0,100
2,74,0,0,100
2,75,0,0,100
2,76,0,0,100
2,77,0,0,100
2,78,0,0,100
2,79,0,0,100
2,80,0,0,100
2,81,0,0,100
2,82,0,0,100
2,83,0,0,100
2,84,0,0,100
2,85,0,0,100
2,86,0,0,100
2,87,0,0,100
2,88,0,0,100
2,89,0,0,100
2,90,0,0,100
2,91,0,0,100
2,92,0,0,100
2,93,0,0,100
2,94,0,0,100
2,95,0,0,100
2,96,0,0,100
2,97,0,0,100
2,98,0,0,100
2,99,0,0,100
2,100,0,0,100
2,101,0,0,100
2,102,0,0,100
2,103,0,0,100
2,104,0,0,100
2,105,0,0,100
2,106,0,0,100
2,107,0,0,100
2,108,0,0,100
2,109,0,0,100
2,110,0,0,100
2,111,0,0,100
2,112,0,0,100
2,113,0,0,100
2,114,0,0,100
2,115,0,0,100
2,116,0,0,100
2,117,0,0,100
2,118,0,0,100
2,119,0,0,100
2,120,0,0,100
2,121,0,0,100
2,122,0,0,100
2,123,0,0,100
2,124,0,0,100
2,125,0,0,100
2,126,0,0,100
2,127,0,0,100
2,128,0,0,100
2,129,0,0,100
2,130,0,0,100
2,131,0,0,100
2,132,0,0,100
2,133,0,0,100
2,134,0,0,100
2,135,0,0,100
2,136,0,0,100
2,137,0,0,100
2,138,0,0,100
2,139,0,0,100
2,140,0,0,100
2,141,0,0,100
2,142,0,0,100
2,143,0,0,100
2,144,0,0,100
2,145,0,0,100
2,146,0,0,100
2,147,0,0,100
2,148,0,0,100
2,149,0,0,100
2,150,0,0,100
2,151,0,0,100
2,152,0,0,100
2,153,0,0,100
2,154,0,0,100
2,155,0,0,100
2,156,0,0,100
2,157,0,0,100
2,158,0,0,100
2,159,0,0,100
2,160,0,0,100
2,161,0,0,100
2,162,0,0,100
2,163,0,0,100
2,164,0,0,100
2,165,0,0,100
2,166,0,0,100
2,167,0,0,100
2,168,0,0,100
2,169,0,0,100
2,170,0,0,100
2,171,0,0,100
2,172,0,0,100
2,173,0,0,100
2,174,0,0,100
2,175,0,0,100
2,176,0,0,100
2,177,0,0,100
2,178,0,0,100
2,179,0,0,100
2,180,0,0,100
2,181,0,0,100
2,182,0,0,100
2,183,0,0,100
2,184,0,0,100
2,185,0,0,100
2,186,0,0,100
2,187,0,0,100
2,188,0,0,100
2,189,0,0,100
2,190,0,0,100
2,191,0,0,100
2,192,0,0,100
2,193,0,0,100
2,194,0,0,100
2,195,0,0,100
2,196,0,0,100
2,197,0,0,100
2,198,0,0,100
2,199,0,0,100
2,200,0,0,100
3,0,95,5,0
3,1,88,12,0
3,2,76,24,0
3,3,65,35,0
3,4,51,49,0
3,5,33,67,0
3,6,22,78,0
3,7,16,84,0
3,8,10,90,0
3,9,3,97,0
3,10,1,99,0
3,11,1,99,0
3,12,0,100,0
3,13,0,100,0
3,14,0,100,0
3,15,0,100,0
3,16,0,100,0
3,17,0,100,0
3,18,0,100,0
3,19,0,100,0
3,20,0,100,0
3,21,0,95,5
3,22,0,88,12
3,23,0,76,24
3,24,0,65,35
3,25,0,51,49
3,26,0,33,67
3,27,0,22,78
3,28,0,16,84
3,29,0,10,90
3,30,0,3,97
3,31,0,1,99
3,32,0,1,99
3,33,0,0,100
3,34,0,0,100
3,35,0,0,100
3,36,0,0,100
3,37,0,0,100
3,38,0,0,100
3,39,0,0,100
3,40,0,0,100
3,41,0,0,100
3,42,0,0,100
3,43,0,0,100
3,44,0,0,100
3,45,0,0,100
3,46,0,0,100
3,47,0,0,100
3,48,0,0,100
3,49,0,0,100
3,50,0,0,100
3,51,0,0,100
3,52,0,0,100
3,53,0,0,100
3,54,0,0,100
3,55,0,0,100
3,56,0,0,100
3,57,0,0,100
3,58,0,0,100
3,59,0,0,100
3,60,0,0,100
3,61,0,0,100
3,62,0,0,100
3,63,0,0,100
3,64,0,0,100
3,65,0,0,100
3,66,0,0,100
3,67,0,0,100
3,68,0,0,100
3,69,0,0,100
3,70,0,0,100
3,71,0,0,100
3,72,0,0,100
3,73,0,0,100
3,74,0,0,100
3,75,0,0,100
3,76,0,0,100
3,77,0,0,100
3,78,0,0,100
3,79,0,0,100
3,80,0,0,100
3,81,0,0,100
3,82,0,0,100
3,83,0,0,100
3,84,0,0,100
3,85,0,0,100
3,86,0,0,100
3,87,0,0,100
3,88,0,0,100
3,89,0,0,100
3,90,0,0,100
3,91,0,0,100
3,92,0,0,100
3,93,0,0,100
3,94,0,0,100
3,95,0,0,100
3,96,0,0,100
3,97,0,0,100
3,98,0,0,100
3,99,0,0,100
3,100,0,0,100
3,101,0,0,100
3,102,0,0,100
3,103,0,0,100
3,104,0,0,100
3,105,0,0,100
3,106,0,0,100
3,107,0,0,100
3,108,0,0,100
3,109,0,0,100
3,110,0,0,100
3,111,0,0,100
3,112,0,0,100
3,113,0,0,100
3,114,0,0,100
3,115,0,0,100
3,116,0,0,100
3,117,0,0,100
3,118,0,0,100
3,119,0,0,100
3,120,0,0,100
3,121,0,0,100
3,122,0,0,100
3,123,0,0,100
3,124,0,0,100
3,125,0,0,100
3,126,0,0,100
3,127,0,0,100
3,128,0,0,100
3,129,0,0,100
3,130,0,0,100
3,131,0,0,100
3,132,0,0,100
3,133,0,0,100
3,134,0,0,100
3,135,0,0,100
3,136,0,0,100
3,137,0,0,100
3,138,0,0,100
3,139,0,0,100
3,140,0,0,100
3,141,0,0,100
3,142,0,0,100
3,143,0,0,100
3,144,0,0,100
3,145,0,0,100
3,146,0,0,100
3,147,0,0,100
3,148,0,0,100
3,149,0,0,100
3,150,0,0,100
3,151,0,0,100
3,152,0,0,100
3,153,0,0,100
3,154,0,0,100
3,155,0,0,100
3,156,0,0,100
3,157,0,0,100
3,158,0,0,100
3,159,0,0,100
3,160,0,0,100
3,161,0,0,100
3,162,0,0,100
3,163,0,0,100
3,164,0,0,100
3,165,0,0,100
3,166,0,0,100
3,167,0,0,100
3,168,0,0,100
3,169,0,0,100
3,170,0,0,100
3,171,0,0,100
3,172,0,0,100
3,173,0,0,100
3,174,0,0,100
3,175,0,0,100
3,176,0,0,100
3,177,0,0,100
3,178,0,0,100
3,179,0,0,100
3,180,0,0,100
3,181,0,0,100
3,182,0,0,100
3,183,0,0,100
3,184,0,0,100
3,185,0,0,100
3,186,0,0,100
3,187,0,0,100
3,188,0,0,100
3,189,0,0,100
3,190,0,0,100
3,191,0,0,100
3,192,0,0,100
3,193,0,0,100
3,194,0,0,100
3,195,0,0,100
3,196,0,0,100
3,197,0,0,100
3,198,0,0,100
3,199,0,0,100
3,200,0,0,100
4,0,95,5,0
4,1,83,17,0
4,2,67,33,0
4,3,54,46,0
4,4,45,55,0
4,5,39,61,0
4,6,29,71,0
4,7,22,78,0
4,8,19,81,0
4,9,9,91,0
4,10,3,97,0
4,11,1,99,0
4,12,1,99,0
4,13,0,100,0
4,14,0,100,0
4,15,0,100,0
4,16,0,100,0
4,17,0,100,0
4,18,0,100,0
4,19,0,100,0
4,20,0,100,0
4,21,0,95,5
4,22,0,83,17
4,23,0,67,33
4,24,0,54,46
4,25,0,45,55
4,26,0,39,61
4,27,0,29,71
4,28,0,22,78
4,29,0,19,81
4,30,0,9,91
4,31,0,3,97
4,32,0,1,99
4,33,0,1,99
4,34,0,0,100
4,35,0,0,100
4,36,0,0,100
4,37,0,0,100
4,38,0,0,100
4,39,0,0,100
4,40,0,0,100
4,41,0,0,100
4,42,0,0,100
4,43,0,0,100
4,44,0,0,100
4,45,0,0,100
4,46,0,0,100
4,47,0,0,100
4,48,0,0,100
4,49,0,0,100
4,50,0,0,100
4,51,0,0,100
4,52,0,0,100
4,53,0,0,100
4,54,0,0,100
4,55,0,0,100
4,56,0,0,100
4,57,0,0,100
4,58,0,0,100
4,59,0,0,100
4,60,0,0,100
4,61,0,0,100
4,62,0,0,100
4,63,0,0,100
4,64,0,0,100
4,65,0,0,100
4,66,0,0,100
4,67,0,0,100
4,68,0,0,100
4,69,0,0,100
4,70,0,0,100
4,71,0,0,100
4,72,0,0,100
4,73,0,0,100
4,74,0,0,100
4,75,0,0,100
4,76,0,0,100
4,77,0,0,100
4,78,0,0,100
4,79,0,0,100
4,80,0,0,100
4,81,0,0,100
4,82,0,0,100
4,83,0,0,100
4,84,0,0,100
4,85,0,0,100
4,86,0,0,100
4,87,0,0,100
4,88,0,0,100
4,89,0,0,100
4,90,0,0,100
4,91,0,0,100
4,92,0,0,100
4,93,0,0,100
4,94,0,0,100
4,95,0,0,100
4,96,0,0,100
4,97,0,0,100
4,98,0,0,100
4,99,0,0,100
4,100,0,0,100
4,101,0,0,100
4,102,0,0,100
4,103,0,0,100
4,104,0,0,100
4,105,0,0,100
4,106,0,0,100
4,107,0,0,100
4,108,0,0,100
4,109,0,0,100
4,110,0,0,100
4,111,0,0,100
4,112,0,0,100
4,113,0,0,100
4,114,0,0,100
4,115,0,0,100
4,116,0,0,100
4,117,0,0,100
4,118,0,0,100
4,119,0,0,100
4,120,0,0,100
4,121,0,0,100
4,122,0,0,100
4,123,0,0,100
4,124,0,0,100
4,125,0,0,100
4,126,0,0,100
4,127,0,0,100
4,128,0,0,100
4,129,0,0,100
4,130,0,0,100
4,131,0,0,100
4,132,0,0,100
4,133,0,0,100
4,134,0,0,100
4,135,0,0,100
4,136,0,0,100
4,137,0,0,100
4,138,0,0,100
4,139,0,0,100
4,140,0,0,100
4,141,0,0,100
4,142,0,0,100
4,143,0,0,100
4,144,0,0,100
4,145,0,0,100
4,146,0,0,100
4,147,0,0,100
4,148,0,0,100
4,149,0,0,100
4,150,0,0,100
4,151,0,0,100
4,152,0,0,100
4,153,0,0,100
4,154,0,0,100
4,155,0,0,100
4,156,0,0,100
4,157,0,0,100
4,158,0,0,100
4,159,0,0,100
4,160,0,0,100
4,161,0,0,100
4,162,0,0,100
4,163,0,0,100
4,164,0,0,100
4,165,0,0,100
4,166,0,0,100
4,167,0,0,100
4,168,0,0,100
4,169,0,0,100
4,170,0,0,100
4,171,0,0,100
4,172,0,0,100
4,173,0,0,100
4,174,0,0,100
4,175,0,0,100
4,176,0,0,100
4,177,0,0,100
4,178,0,0,100
4,179,0,0,100
4,180,0,0,100
4,181,0,0,100
4,182,0,0,100
4,183,0,0,100
4,184,0,0,100
4,185,0,0,100
4,186,0,0,100
4,187,0,0,100
4,188,0,0,100
4,189,0,0,100
4,190,0,0,100
4,191,0,0,100
4,192,0,0,100
4,193,0,0,100
4,194,0,0,100
4,195,0,0,100
4,196,0,0,100
4,197,0,0,100
4,198,0,0,100
4,199,0,0,100
4,200,0,0,100
5,0,95,5,0
5,1,83,17,0
5,2,71,29,0
5,3,58,42,0
5,4,51,49,0
5,5,38,62,0
5,6,28,72,0
5,7,15,85,0
5,8,4,96,0
5,9,1,99,0
5,10,0,100,0
5,11,0,100,0
5,12,0,100,0
5,13,0,100,0
5,14,0,100,0
5,15,0,100,0
5,16,0,100,0
5,17,0,100,0
5,18,0,100,0
5,19,0,100,0
5,20,0,100,0
5,21,0,95,5
5,22,0,83,17
5,23,0,71,29
5,24,0,58,42
5,25,0,51,49
5,26,0,38,62
5,27,0,28,72
5,28,0,15,85
5,29,0,4,96
5,30,0,1,99
5,31,0,0,100
5,32,0,0,100
5,33,0,0,100
5,34,0,0,100
5,35,0,0,100
5,36,0,0,100
5,37,0,0,100
5,38,0,0,100
5,39,0,0,100
5,40,0,0,100
5,41,0,0,100
5,42,0,0,100
5,43,0,0,100
5,44,0,0,100
5,45,0,0,100
5,46,0,0,100
5,47,0,0,100
5,48,0,0,100
5,49,0,0,100
5,50,0,0,100
5,51,0,0,100
5,52,0,0,100
5,53,0,0,100
5,54,0,0,100
5,55,0,0,100
5,56,0,0,100
5,57,0,0,100
5,58,0,0,100
5,59,0,0,100
5,60,0,0,100
5,61,0,0,100
5,62,0,0,100
5,63,0,0,100
5,64,0,0,100
5,65,0,0,100
5,66,0,0,100
5,67,0,0,100
5,68,0,0,100
5,69,0,0,100
5,70,0,0,100
5,71,0,0,100
5,72,0,0,100
5,73,0,0,100
5,74,0,0,100
5,75,0,0,100
5,76,0,0,100
5,77,0,0,100
5,78,0,0,100
5,79,0,0,100
5,80,0,0,100
5,81,0,0,100
5,82,0,0,100
5,83,0,0,100
5,84,0,0,100
5,85,0,0,100
5,86,0,0,100
5,87,0,0,100
5,88,0,0,100
5,89,0,0,100
5,90,0,0,100
5,91,0,0,100
5,92,0,0,100
5,93,0,0,100
5,94,0,0,100
5,95,0,0,100
5,96,0,0,100
5,97,0,0,100
5,98,0,0,100
5,99,0,0,100
5,100,0,0,100
5,101,0,0,100
5,102,0,0,100
5,103,0,0,100
5,104,0,0,100
5,105,0,0,100
5,106,0,0,100
5,107,0,0,100
5,108,0,0,100
5,109,0,0,100
5,110,0,0,100
5,111,0,0,100
5,112,0,0,100
5,113,0,0,100
5,114,0,0,100
5,115,0,0,100
5,116,0,0,100
5,117,0,0,100
5,118,0,0,100
5,119,0,0,100
5,120,0,0,100
5,121,0,0,100
5,122,0,0,100
5,123,0,0,100
5,124,0,0,100
5,125,0,0,100
5,126,0,0,100
5,127,0,0,100
5,128,0,0,100
5,129,0,0,100
5,130,0,0,100
5,131,0,0,100
5,132,0,0,100
5,133,0,0,100
5,134,0,0,100
5,135,0,0,100
5,136,0,0,100
5,137,0,0,100
5,138,0,0,100
5,139,0,0,100
5,140,0,0,100
5,141,0,0,100
5,142,0,0,100
5,143,0,0,100
5,144,0,0,100
5,145,0,0,100
5,146,0,0,100
5,147,0,0,100
5,148,0,0,100
5,149,0,0,100
5,150,0,0,100
5,151,0,0,100
5,152,0,0,100
5,153,0,0,100
5,154,0,0,100
5,155,0,0,100
5,156,0,0,100
5,157,0,0,100
5,158,0,0,100
5,159,0,0,100
5,160,0,0,100
5,161,0,0,100
5,162,0,0,100
5,163,0,0,100
5,164,0,0,100
5,165,0,0,100
5,166,0,0,100
5,167,0,0,100
5,168,0,0,100
5,169,0,0,100
5,170,0,0,100
5,171,0,0,100
5,172,0,0,100
5,173,0,0,100
5,174,0,0,100
5,175,0,0,100
5,176,0,0,100
5,177,0,0,100
5,178,0,0,100
5,179,0,0,100
5,180,0,0,100
5,181,0,0,100
5,182,0,0,100
5,183,0,0,100
5,184,0,0,100
5,185,0,0,100
5,186,0,0,100
5,187,0,0,100
5,188,0,0,100
5,189,0,0,100
5,190,0,0,100
5,191,0,0,100
5,192,0,0,100
5,193,0,0,100
5,194,0,0,100
5,195,0,0,100
5,196,0,0,100
5,197,0,0,100
5,198,0,0,100
5,199,0,0,100
5,200,0,0,100
6,0,95,5,0
6,1,86,14,0
6,2,72,28,0
6,3,51,49,0
6,4,33,67,0
6,5,21,79,0
6,6,14,86,0
6,7,8,92,0
6,8,4,96,0
6,9,2,98,0
6,10,1,99,0
6,11,0,100,0
6,12,0,100,0
6,13,0,100,0
6,14,0,100,0
6,15,0,100,0
6,16,0,100,0
6,17,0,100,0
6,18,0,100,0
6,19,0,100,0
6,20,0,100,0
6,21,0,95,5
6,22,0,86,14
6,23,0,72,28
6,24,0,51,49
6,25,0,33,67
6,26,0,21,79
6,27,0,14,86
6,28,0,8,92
6,29,0,4,96
6,30,0,2,98
6,31,0,1,99
6,32,0,0,100
6,33,0,0,100
6,34,0,0,100
6,35,0,0,100
6,36,0,0,100
6,37,0,0,100
6,38,0,0,100
6,39,0,0,100
6,40,0,0,100
6,41,0,0,100
6,42,0,0,100
6,43,0,0,100
6,44,0,0,100
6,45,0,0,100
6,46,0,0,100
6,47,0,0,100
6,48,0,0,100
6,49,0,0,100
6,50,0,0,100
6,51,0,0,100
6,52,0,0,100
6,53,0,0,100
6,54,0,0,100
6,55,0,0,100
6,56,0,0,100
6,57,0,0,100
6,58,0,0,100
6,59,0,0,100
6,60,0,0,100
6,61,0,0,100
6,62,0,0,100
6,63,0,0,100
6,64,0,0,100
6,65,0,0,100
6,66,0,0,100
6,67,0,0,100
6,68,0,0,100
6,69,0,0,100
6,70,0,0,100
6,71,0,0,100
6,72,0,0,100
6,73,0,0,100
6,74,0,0,100
6,75,0,0,100
6,76,0,0,100
6,77,0,0,100
6,78,0,0,100
6,79,0,0,100
6,80,0,0,100
6,81,0,0,100
6,82,0,0,100
6,83,0,0,100
6,84,0,0,100
6,85,0,0,100
6,86,0,0,100
6,87,0,0,100
6,88,0,0,100
6,89,0,0,100
6,90,0,0,100
6,91,0,0,100
6,92,0,0,100
6,93,0,0,100
6,94,0,0,100
6,95,0,0,100
6,96,0,0,100
6,97,0,0,100
6,98,0,0,100
6,99,0,0,100
6,100,0,0,100
6,101,0,0,100
6,102,0,0,100
6,103,0,0,100
6,104,0,0,100
6,105,0,0,100
6,106,0,0,100
6,107,0,0,100
6,108,0,0,100
6,109,0,0,100
6,110,0,0,100
6,111,0,0,100
6,112,0,0,100
6,113,0,0,100
6,114,0,0,100
6,115,0,0,100
6,116,0,0,100
6,117,0,0,100
6,118,0,0,100
6,119,0,0,100
6,120,0,0,100
6,121,0,0,100
6,122,0,0,100
6,123,0,0,100
6,124,0,0,100
6,125,0,0,100
6,126,0,0,100
6,127,0,0,100
6,128,0,0,100
6,129,0,0,100
6,130,0,0,100
6,131,0,0,100
6,132,0,0,100
6,133,0,0,100
6,134,0,0,100
6,135,0,0,100
6,136,0,0,100
6,137,0,0,100
6,138,0,0,100
6,139,0,0,100
6,140,0,0,100
6,141,0,0,100
6,142,0,0,100
6,143,0,0,100
6,144,0,0,100
6,145,0,0,100
6,146,0,0,100
6,147,0,0,100
6,148,0,0,100
6,149,0,0,100
6,150,0,0,100
6,151,0,0,100
6,152,0,0,100
6,153,0,0,100
6,154,0,0,100
6,155,0,0,100
6,156,0,0,100
6,157,0,0,100
6,158,0,0,100
6,159,0,0,100
6,160,0,0,100
6,161,0,0,100
6,162,0,0,100
6,163,0,0,100
6,164,0,0,100
6,165,0,0,100
6,166,0,0,100
6,167,0,0,100
6,168,0,0,100
6,169,0,0,100
6,170,0,0,100
6,171,0,0,100
6,172,0,0,100
6,173,0,0,100
6,174,0,0,100
6,175,0,0,100
6,176,0,0,100
6,177,0,0,100
6,178,0,0,100
6,179,0,0,100
6,180,0,0,100
6,181,0,0,100
6,182,0,0,100
6,183,0,0,100
6,184,0,0,100
6,185,0,0,100
6,186,0,0,100
6,187,0,0,100
6,188,0,0,100
